ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,NumeralAnalysis
Lotha_2-28_twentyeight-1,,Lotha_2,28_twentyeight,mikju-tiza,mikju-tiza,m i k j u + t i z a,,FW2023,,,^ m i k j u - t i z a $,default,
Lotha_2-29_twentynine-1,,Lotha_2,29_twentynine,mikju-tokfɘ,mikju-tokfɘ,m i k j u + t o k f ɘ,,FW2023,,,^ m i k j u - t o k f ɘ $,default,
Lotha_2-30_thirty-1,,Lotha_2,30_thirty,tʰɘmɹo,tʰɘmɹo,tʰ ɘ m ɹ o,,FW2023,,,^ tʰ ɘ m ɹ o $,default,
Lotha_2-31_thirtyone-1,,Lotha_2,31_thirtyone,tʰɘmɹo-ekʰa,tʰɘmɹo-ekʰa,tʰ ɘ m ɹ o + e kʰ a,,FW2023,,,^ tʰ ɘ m ɹ o - e kʰ a $,default,
Lotha_2-32_thirtytwo-1,,Lotha_2,32_thirtytwo,tʰɘmɹo-ini,tʰɘmɹo-ini,tʰ ɘ m ɹ o + i n i,,FW2023,,,^ tʰ ɘ m ɹ o - i n i $,default,
Lotha_2-33_thirtythree-1,,Lotha_2,33_thirtythree,tʰɘmɹo-etʰəm,tʰɘmɹo-etʰəm,tʰ ɘ m ɹ o + e tʰ ə m,,FW2023,,,^ tʰ ɘ m ɹ o - e tʰ ə m $,default,
Lotha_2-34_thirtyfour-1,,Lotha_2,34_thirtyfour,tʰɘmɹo-meʒɘ,tʰɘmɹo-meʒɘ,tʰ ɘ m ɹ o + m e ʒ ɘ,,FW2023,,,^ tʰ ɘ m ɹ o - m e ʒ ɘ $,default,
Lotha_2-35_thirtyfive-1,,Lotha_2,35_thirtyfive,tʰɘmɹo-moŋo,tʰɘmɹo-moŋo,tʰ ɘ m ɹ o + m o ŋ o,,FW2023,,,^ tʰ ɘ m ɹ o - m o ŋ o $,default,
Lotha_2-36_thirtysix-1,,Lotha_2,36_thirtysix,tʰɘmɹo-tiɹok,tʰɘmɹo-tiɹok,tʰ ɘ m ɹ o + t i ɹ o k,,FW2023,,,^ tʰ ɘ m ɹ o - t i ɹ o k $,default,
Lotha_2-37_thirtyseven-1,,Lotha_2,37_thirtyseven,tʰɘmɹo-tijəŋ,tʰɘmɹo-tijəŋ,tʰ ɘ m ɹ o + t i j ə ŋ,,FW2023,,,^ tʰ ɘ m ɹ o - t i j ə ŋ $,default,
Lotha_2-38_thirtyeight-1,,Lotha_2,38_thirtyeight,tʰɘmɹo-tiza,tʰɘmɹo-tiza,tʰ ɘ m ɹ o + t i z a,,FW2023,,,^ tʰ ɘ m ɹ o - t i z a $,default,
Lotha_2-39_thirtynine-1,,Lotha_2,39_thirtynine,tʰɘmɹo-tokfɘ,tʰɘmɹo-tokfɘ,tʰ ɘ m ɹ o + t o k f ɘ,,FW2023,,,^ tʰ ɘ m ɹ o - t o k f ɘ $,default,
Lotha_2-40_forty-1,,Lotha_2,40_forty,ʒɘɹo,ʒɘɹo,ʒ ɘ ɹ o,,FW2023,,,^ ʒ ɘ ɹ o $,default,
Lotha_2-41_fortyone-1,,Lotha_2,41_fortyone,ʒɘɹo-ekʰa,ʒɘɹo-ekʰa,ʒ ɘ ɹ o + e kʰ a,,FW2023,,,^ ʒ ɘ ɹ o - e kʰ a $,default,
Lotha_2-42_fortytwo-1,,Lotha_2,42_fortytwo,ʒɘɹo-ini,ʒɘɹo-ini,ʒ ɘ ɹ o + i n i,,FW2023,,,^ ʒ ɘ ɹ o - i n i $,default,
Lotha_2-43_fortythree-1,,Lotha_2,43_fortythree,ʒɘɹo-etʰəm,ʒɘɹo-etʰəm,ʒ ɘ ɹ o + e tʰ ə m,,FW2023,,,^ ʒ ɘ ɹ o - e tʰ ə m $,default,
Lotha_2-44_fortyfour-1,,Lotha_2,44_fortyfour,ʒɘɹo-meʒɘ,ʒɘɹo-meʒɘ,ʒ ɘ ɹ o + m e ʒ ɘ,,FW2023,,,^ ʒ ɘ ɹ o - m e ʒ ɘ $,default,
Lotha_2-45_fortyfive-1,,Lotha_2,45_fortyfive,ʒɘɹo-moŋo,ʒɘɹo-moŋo,ʒ ɘ ɹ o + m o ŋ o,,FW2023,,,^ ʒ ɘ ɹ o - m o ŋ o $,default,
Lotha_2-46_fortysix-1,,Lotha_2,46_fortysix,ʒɘɹo-tiɹok,ʒɘɹo-tiɹok,ʒ ɘ ɹ o + t i ɹ o k,,FW2023,,,^ ʒ ɘ ɹ o - t i ɹ o k $,default,
Lotha_2-47_fortyseven-1,,Lotha_2,47_fortyseven,ʒɘɹo-tijəŋ,ʒɘɹo-tijəŋ,ʒ ɘ ɹ o + t i j ə ŋ,,FW2023,,,^ ʒ ɘ ɹ o - t i j ə ŋ $,default,
Lotha_2-48_fortyeight-1,,Lotha_2,48_fortyeight,ʒɘɹo-tiza,ʒɘɹo-tiza,ʒ ɘ ɹ o + t i z a,,FW2023,,,^ ʒ ɘ ɹ o - t i z a $,default,
Lotha_2-49_fortynine-1,,Lotha_2,49_fortynine,ʒɘɹo-tokfɘ,ʒɘɹo-tokfɘ,ʒ ɘ ɹ o + t o k f ɘ,,FW2023,,,^ ʒ ɘ ɹ o - t o k f ɘ $,default,
Lotha_2-50_fifty-1,,Lotha_2,50_fifty,tiɲa,tiɲa,t i ɲ a,,FW2023,,,^ t i ɲ a $,default,
Lotha_2-51_fiftyone-1,,Lotha_2,51_fiftyone,tiɲa-ekʰa,tiɲa-ekʰa,t i ɲ a + e kʰ a,,FW2023,,,^ t i ɲ a - e kʰ a $,default,
Lotha_2-52_fiftytwo-1,,Lotha_2,52_fiftytwo,tiɲa-ini,tiɲa-ini,t i ɲ a + i n i,,FW2023,,,^ t i ɲ a - i n i $,default,
Lotha_2-53_fiftythree-1,,Lotha_2,53_fiftythree,tiɲa-etʰəm,tiɲa-etʰəm,t i ɲ a + e tʰ ə m,,FW2023,,,^ t i ɲ a - e tʰ ə m $,default,
Lotha_2-54_fiftyfour-1,,Lotha_2,54_fiftyfour,tiɲa-meʒɘ,tiɲa-meʒɘ,t i ɲ a + m e ʒ ɘ,,FW2023,,,^ t i ɲ a - m e ʒ ɘ $,default,
Lotha_2-55_fiftyfive-1,,Lotha_2,55_fiftyfive,tiɲa-moŋo,tiɲa-moŋo,t i ɲ a + m o ŋ o,,FW2023,,,^ t i ɲ a - m o ŋ o $,default,
Lotha_2-56_fiftysix-1,,Lotha_2,56_fiftysix,tiɲa-tiɹok,tiɲa-tiɹok,t i ɲ a + t i ɹ o k,,FW2023,,,^ t i ɲ a - t i ɹ o k $,default,
Lotha_2-57_fiftyseven-1,,Lotha_2,57_fiftyseven,tiɲa-tijəŋ,tiɲa-tijəŋ,t i ɲ a + t i j ə ŋ,,FW2023,,,^ t i ɲ a - t i j ə ŋ $,default,
Lotha_2-58_fiftyeight-1,,Lotha_2,58_fiftyeight,tiɲa-tiza,tiɲa-tiza,t i ɲ a + t i z a,,FW2023,,,^ t i ɲ a - t i z a $,default,
Lotha_2-59_fiftynine-1,,Lotha_2,59_fiftynine,tiɲa-tokfɘ,tiɲa-tokfɘ,t i ɲ a + t o k f ɘ,,FW2023,,,^ t i ɲ a - t o k f ɘ $,default,
Lotha_2-60_sixty-1,,Lotha_2,60_sixty,ɹokɹo,ɹokɹo,ɹ o k ɹ o,,FW2023,,,^ ɹ o k ɹ o $,default,
Lotha_2-61_sixtyone-1,,Lotha_2,61_sixtyone,ɹokɹo-ekʰa,ɹokɹo-ekʰa,ɹ o k ɹ o + e kʰ a,,FW2023,,,^ ɹ o k ɹ o - e kʰ a $,default,
Lotha_2-62_sixtytwo-1,,Lotha_2,62_sixtytwo,ɹokɹo-ini,ɹokɹo-ini,ɹ o k ɹ o + i n i,,FW2023,,,^ ɹ o k ɹ o - i n i $,default,
Lotha_2-63_sixtythree-1,,Lotha_2,63_sixtythree,ɹokɹo-etʰəm,ɹokɹo-etʰəm,ɹ o k ɹ o + e tʰ ə m,,FW2023,,,^ ɹ o k ɹ o - e tʰ ə m $,default,
Lotha_2-64_sixtyfour-1,,Lotha_2,64_sixtyfour,ɹokɹo-meʒɘ,ɹokɹo-meʒɘ,ɹ o k ɹ o + m e ʒ ɘ,,FW2023,,,^ ɹ o k ɹ o - m e ʒ ɘ $,default,
Lotha_2-65_sixtyfive-1,,Lotha_2,65_sixtyfive,ɹokɹo-moŋo,ɹokɹo-moŋo,ɹ o k ɹ o + m o ŋ o,,FW2023,,,^ ɹ o k ɹ o - m o ŋ o $,default,
Lotha_2-66_sixtysix-1,,Lotha_2,66_sixtysix,ɹokɹo-tiɹok,ɹokɹo-tiɹok,ɹ o k ɹ o + t i ɹ o k,,FW2023,,,^ ɹ o k ɹ o - t i ɹ o k $,default,
Lotha_2-67_sixtyseven-1,,Lotha_2,67_sixtyseven,ɹokɹo-tijəŋ,ɹokɹo-tijəŋ,ɹ o k ɹ o + t i j ə ŋ,,FW2023,,,^ ɹ o k ɹ o - t i j ə ŋ $,default,
Lotha_2-68_sixtyeight-1,,Lotha_2,68_sixtyeight,ɹokɹo-tiza,ɹokɹo-tiza,ɹ o k ɹ o + t i z a,,FW2023,,,^ ɹ o k ɹ o - t i z a $,default,
Lotha_2-69_sixtynine-1,,Lotha_2,69_sixtynine,ɹokɹo-tokfɘ,ɹokɹo-tokfɘ,ɹ o k ɹ o + t o k f ɘ,,FW2023,,,^ ɹ o k ɹ o - t o k f ɘ $,default,
Lotha_2-70_seventy-1,,Lotha_2,70_seventy,ekʰatijəŋ,ekʰatijəŋ,e kʰ a t i j ə ŋ,,FW2023,,,^ e kʰ a t i j ə ŋ $,default,
Lotha_2-71_seventyone-1,,Lotha_2,71_seventyone,ekʰatijəŋ-sɘ-ekʰa,ekʰatijəŋ-sɘ-ekʰa,e kʰ a t i j ə ŋ + s ɘ + e kʰ a,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - e kʰ a $,default,
Lotha_2-72_seventytwo-1,,Lotha_2,72_seventytwo,ekʰatijəŋ-sɘ-ini,ekʰatijəŋ-sɘ-ini,e kʰ a t i j ə ŋ + s ɘ + i n i,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - i n i $,default,
Lotha_2-73_seventythree-1,,Lotha_2,73_seventythree,ekʰatijəŋ-sɘ-etʰəm,ekʰatijəŋ-sɘ-etʰəm,e kʰ a t i j ə ŋ + s ɘ + e tʰ ə m,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - e tʰ ə m $,default,
Lotha_2-74_seventyfour-1,,Lotha_2,74_seventyfour,ekʰatijəŋ-sɘ-meʒɘ,ekʰatijəŋ-sɘ-meʒɘ,e kʰ a t i j ə ŋ + s ɘ + m e ʒ ɘ,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - m e ʒ ɘ $,default,
Lotha_2-75_seventyfive-1,,Lotha_2,75_seventyfive,ekʰatijəŋ-sɘ-moŋo,ekʰatijəŋ-sɘ-moŋo,e kʰ a t i j ə ŋ + s ɘ + m o ŋ o,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - m o ŋ o $,default,
Lotha_2-76_seventysix-1,,Lotha_2,76_seventysix,ekʰatijəŋ-sɘ-tiɹok,ekʰatijəŋ-sɘ-tiɹok,e kʰ a t i j ə ŋ + s ɘ + t i ɹ o k,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - t i ɹ o k $,default,
Lotha_2-77_seventyseven-1,,Lotha_2,77_seventyseven,ekʰatijəŋ-sɘ-tijəŋ,ekʰatijəŋ-sɘ-tijəŋ,e kʰ a t i j ə ŋ + s ɘ + t i j ə ŋ,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - t i j ə ŋ $,default,
Lotha_2-78_seventyeight-1,,Lotha_2,78_seventyeight,ekʰatijəŋ-sɘ-tiza,ekʰatijəŋ-sɘ-tiza,e kʰ a t i j ə ŋ + s ɘ + t i z a,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - t i z a $,default,
Lotha_2-79_seventynine-1,,Lotha_2,79_seventynine,ekʰatijəŋ-sɘ-tokfɘ,ekʰatijəŋ-sɘ-tokfɘ,e kʰ a t i j ə ŋ + s ɘ + t o k f ɘ,,FW2023,,,^ e kʰ a t i j ə ŋ - s ɘ - t o k f ɘ $,default,
Lotha_2-80_eighty-1,,Lotha_2,80_eighty,ekʰatiza,ekʰatiza,e kʰ a t i z a,,FW2023,,,^ e kʰ a t i z a $,default,
Lotha_2-81_eightyone-1,,Lotha_2,81_eightyone,ekʰatiza-sɘ-ekʰa,ekʰatiza-sɘ-ekʰa,e kʰ a t i z a + s ɘ + e kʰ a,,FW2023,,,^ e kʰ a t i z a - s ɘ - e kʰ a $,default,
Lotha_2-82_eightytwo-1,,Lotha_2,82_eightytwo,ekʰatiza-sɘ-ini,ekʰatiza-sɘ-ini,e kʰ a t i z a + s ɘ + i n i,,FW2023,,,^ e kʰ a t i z a - s ɘ - i n i $,default,
Lotha_2-83_eightythree-1,,Lotha_2,83_eightythree,ekʰatiza-sɘ-etʰəm,ekʰatiza-sɘ-etʰəm,e kʰ a t i z a + s ɘ + e tʰ ə m,,FW2023,,,^ e kʰ a t i z a - s ɘ - e tʰ ə m $,default,
Lotha_2-84_eightyfour-1,,Lotha_2,84_eightyfour,ekʰatiza-sɘ-meʒɘ,ekʰatiza-sɘ-meʒɘ,e kʰ a t i z a + s ɘ + m e ʒ ɘ,,FW2023,,,^ e kʰ a t i z a - s ɘ - m e ʒ ɘ $,default,
Lotha_2-85_eightyfive-1,,Lotha_2,85_eightyfive,ekʰatiza-sɘ-moŋo,ekʰatiza-sɘ-moŋo,e kʰ a t i z a + s ɘ + m o ŋ o,,FW2023,,,^ e kʰ a t i z a - s ɘ - m o ŋ o $,default,
Lotha_2-86_eightysix-1,,Lotha_2,86_eightysix,ekʰatiza-sɘ-tiɹok,ekʰatiza-sɘ-tiɹok,e kʰ a t i z a + s ɘ + t i ɹ o k,,FW2023,,,^ e kʰ a t i z a - s ɘ - t i ɹ o k $,default,
Lotha_2-87_eightyseven-1,,Lotha_2,87_eightyseven,ekʰatiza-sɘ-tijəŋ,ekʰatiza-sɘ-tijəŋ,e kʰ a t i z a + s ɘ + t i j ə ŋ,,FW2023,,,^ e kʰ a t i z a - s ɘ - t i j ə ŋ $,default,
Lotha_2-88_eightyeight-1,,Lotha_2,88_eightyeight,ekʰatiza-sə-tiza,ekʰatiza-sə-tiza,e kʰ a t i z a + s ə + t i z a,,FW2023,,,^ e kʰ a t i z a - s ə - t i z a $,default,
Lotha_2-89_eightynine-1,,Lotha_2,89_eightynine,ekʰatiza-sɘ-tokfɘ,ekʰatiza-sɘ-tokfɘ,e kʰ a t i z a + s ɘ + t o k f ɘ,,FW2023,,,^ e kʰ a t i z a - s ɘ - t o k f ɘ $,default,
Lotha_2-90_ninety-1,,Lotha_2,90_ninety,ekʰatokvɘ,ekʰatokvɘ,e kʰ a t o k v ɘ,,FW2023,,,^ e kʰ a t o k v ɘ $,default,
Lotha_2-91_ninetyone-1,,Lotha_2,91_ninetyone,ekʰatokvə-sɘ-ekʰa,ekʰatokvə-sɘ-ekʰa,e kʰ a t o k v ə + s ɘ + e kʰ a,,FW2023,,,^ e kʰ a t o k v ə - s ɘ - e kʰ a $,default,
Lotha_2-92_ninetytwo-1,,Lotha_2,92_ninetytwo,ekʰatokvɘ-sɘ-ini,ekʰatokvɘ-sɘ-ini,e kʰ a t o k v ɘ + s ɘ + i n i,,FW2023,,,^ e kʰ a t o k v ɘ - s ɘ - i n i $,default,
Lotha_2-93_ninetythree-1,,Lotha_2,93_ninetythree,ekʰatokvɘ-sɘ-etʰəm,ekʰatokvɘ-sɘ-etʰəm,e kʰ a t o k v ɘ + s ɘ + e tʰ ə m,,FW2023,,,^ e kʰ a t o k v ɘ - s ɘ - e tʰ ə m $,default,
Lotha_2-94_ninetyfour-1,,Lotha_2,94_ninetyfour,ekʰatokvɘ-sɘ-meʒɘ,ekʰatokvɘ-sɘ-meʒɘ,e kʰ a t o k v ɘ + s ɘ + m e ʒ ɘ,,FW2023,,,^ e kʰ a t o k v ɘ - s ɘ - m e ʒ ɘ $,default,
Lotha_2-95_ninetyfive-1,,Lotha_2,95_ninetyfive,ekʰatokvə-sɘ-moŋo,ekʰatokvə-sɘ-moŋo,e kʰ a t o k v ə + s ɘ + m o ŋ o,,FW2023,,,^ e kʰ a t o k v ə - s ɘ - m o ŋ o $,default,
Lotha_2-96_ninetysix-1,,Lotha_2,96_ninetysix,ekʰtokvɘ-sɘ-tiɹok,ekʰtokvɘ-sɘ-tiɹok,e kʰ t o k v ɘ + s ɘ + t i ɹ o k,,FW2023,,,^ e kʰ t o k v ɘ - s ɘ - t i ɹ o k $,default,
Lotha_2-97_ninetyseven-1,,Lotha_2,97_ninetyseven,ekʰatokvɘ-sɘ-tijəŋ,ekʰatokvɘ-sɘ-tijəŋ,e kʰ a t o k v ɘ + s ɘ + t i j ə ŋ,,FW2023,,,^ e kʰ a t o k v ɘ - s ɘ - t i j ə ŋ $,default,
Lotha_2-98_ninetyeight-1,,Lotha_2,98_ninetyeight,ekʰatokvɘ-sɘ-tiza,ekʰatokvɘ-sɘ-tiza,e kʰ a t o k v ɘ + s ɘ + t i z a,,FW2023,,,^ e kʰ a t o k v ɘ - s ɘ - t i z a $,default,
Lotha_2-99_ninetynine-1,,Lotha_2,99_ninetynine,ekʰatokvɘ-sɘ-tokfɘ,ekʰatokvɘ-sɘ-tokfɘ,e kʰ a t o k v ɘ + s ɘ + t o k f ɘ,,FW2023,,,^ e kʰ a t o k v ɘ - s ɘ - t o k f ɘ $,default,
Lotha_2-100_hundred-1,,Lotha_2,100_hundred,ɘnzoa,ɘnzoa,ɘ n z o a,,FW2023,,,^ ɘ n z o a $,default,
Lotha_2-1000_thousand-1,,Lotha_2,1000_thousand,otʰɘŋ,otʰɘŋ,o tʰ ɘ ŋ,,FW2023,,,^ o tʰ ɘ ŋ $,default,
Lotha_2-100_onehundred-1,,Lotha_2,100_onehundred,ɘnzoa,ɘnzoa,ɘ n z o a,,FW2023,,,^ ɘ n z o a $,default,
Lotha_2-200_twohundred-1,,Lotha_2,200_twohundred,ɘnzo-ini,ɘnzo-ini,ɘ n z o + i n i,,FW2023,,,^ ɘ n z o - i n i $,default,
Lotha_2-300_threehundred-1,,Lotha_2,300_threehundred,ɘnzo-etʰəm,ɘnzo-etʰəm,ɘ n z o + e tʰ ə m,,FW2023,,,^ ɘ n z o - e tʰ ə m $,default,
Lotha_2-400_fourhundred-1,,Lotha_2,400_fourhundred,ɘnzo-meʒɘ,ɘnzo-meʒɘ,ɘ n z o + m e ʒ ɘ,,FW2023,,,^ ɘ n z o - m e ʒ ɘ $,default,
Lotha_2-500_fivehundred-1,,Lotha_2,500_fivehundred,ɘnzo-moŋo,ɘnzo-moŋo,ɘ n z o + m o ŋ o,,FW2023,,,^ ɘ n z o - m o ŋ o $,default,
Lotha_2-600_sixhundred-1,,Lotha_2,600_sixhundred,ɘnzo-tiɹok,ɘnzo-tiɹok,ɘ n z o + t i ɹ o k,,FW2023,,,^ ɘ n z o - t i ɹ o k $,default,
Lotha_2-1000_thousand-2,,Lotha_2,1000_thousand,otʰɘŋ,otʰɘŋ,o tʰ ɘ ŋ,,FW2023,,,^ o tʰ ɘ ŋ $,default,
Lotha_2-1000_onethousand-1,,Lotha_2,1000_onethousand,otʰɘŋ moʦɘŋa,otʰɘŋ_moʦɘŋa,o tʰ ɘ ŋ + m o ts ɘ ŋ a,,FW2023,,,^ o tʰ ɘ ŋ _ m o ʦ ɘ ŋ a $,default,
Lotha_2-2000_twothousand-1,,Lotha_2,2000_twothousand,otʰɘŋ ini,otʰɘŋ_ini,o tʰ ɘ ŋ + i n i,,FW2023,,,^ o tʰ ɘ ŋ _ i n i $,default,
Lotha_2-3000_threethousand-1,,Lotha_2,3000_threethousand,otʰɘŋ etʰəm,otʰɘŋ_etʰəm,o tʰ ɘ ŋ + e tʰ ə m,,FW2023,,,^ o tʰ ɘ ŋ _ e tʰ ə m $,default,
Lotha_2-4000_fourthousand-1,,Lotha_2,4000_fourthousand,otʰɘŋ meʒɘ,otʰɘŋ_meʒɘ,o tʰ ɘ ŋ + m e ʒ ɘ,,FW2023,,,^ o tʰ ɘ ŋ _ m e ʒ ɘ $,default,
Lotha_2-5000_fivethousand-1,,Lotha_2,5000_fivethousand,otʰɘŋ moŋo,otʰɘŋ_moŋo,o tʰ ɘ ŋ + m o ŋ o,,FW2023,,,^ o tʰ ɘ ŋ _ m o ŋ o $,default,
Lotha_2-6000_sixthousand-1,,Lotha_2,6000_sixthousand,otʰɘŋ tiɹok,otʰɘŋ_tiɹok,o tʰ ɘ ŋ + t i ɹ o k,,FW2023,,,^ o tʰ ɘ ŋ _ t i ɹ o k $,default,
Lotha_2-120_onehundredtwenty-1,,Lotha_2,120_onehundredtwenty,ɘnzoa-sɘ-mikju,ɘnzoa-sɘ-mikju,ɘ n z o a + s ɘ + m i k j u,,FW2023,,,^ ɘ n z o a - s ɘ - m i k j u $,default,
Lotha_2-180_onehundredeighty-1,,Lotha_2,180_onehundredeighty,ɘnzoa-sɘ-ekʰatiza,ɘnzoa-sɘ-ekʰatiza,ɘ n z o a + s ɘ + e kʰ a t i z a,,FW2023,,,^ ɘ n z o a - s ɘ - e kʰ a t i z a $,default,
Lotha_2-221_twohundredtwentyone-1,,Lotha_2,221_twohundredtwentyone,ɘnzo-ini-sɘ-mikju-ekʰa,ɘnzo-ini-sɘ-mikju-ekʰa,ɘ n z o + i n i + s ɘ + m i k j u + e kʰ a,,FW2023,,,^ ɘ n z o - i n i - s ɘ - m i k j u - e kʰ a $,default,
Lotha_2-506_fivehundredsix-1,,Lotha_2,506_fivehundredsix,ɘnzo-moŋo-sɘ-tiɹok,ɘnzo-moŋo-sɘ-tiɹok,ɘ n z o + m o ŋ o + s ɘ + t i ɹ o k,,FW2023,,,^ ɘ n z o - m o ŋ o - s ɘ - t i ɹ o k $,default,
Lotha_2-3048_threethousandfortyeight-1,,Lotha_2,3048_threethousandfortyeight,otʰɘŋ-etʰəm-sɘ-ʒɘɹo-sɘ-tiza,otʰɘŋ-etʰəm-sɘ-ʒɘɹo-sɘ-tiza,o tʰ ɘ ŋ + e tʰ ə m + s ɘ + ʒ ɘ ɹ o + s ɘ + t i z a,,FW2023,,,^ o tʰ ɘ ŋ - e tʰ ə m - s ɘ - ʒ ɘ ɹ o - s ɘ - t i z a $,default,
Lotha_2-6900_sixthousandninehundred-1,,Lotha_2,6900_sixthousandninehundred,otʰɘŋ-tiɹok-sɘ-ɘnzo-tokfɘ,otʰɘŋ-tiɹok-sɘ-ɘnzo-tokfɘ,o tʰ ɘ ŋ + t i ɹ o k + s ɘ + ɘ n z o + t o k f ɘ,,FW2023,,,^ o tʰ ɘ ŋ - t i ɹ o k - s ɘ - ɘ n z o - t o k f ɘ $,default,
Lotha_2-7422_seventhousandfourhundredtwentytwo-1,,Lotha_2,7422_seventhousandfourhundredtwentytwo,otʰɘŋ-tijəŋ-sɘ-ɘnzo-meʒɘ-sɘ-mikju-ini,otʰɘŋ-tijəŋ-sɘ-ɘnzo-meʒɘ-sɘ-mikju-ini,o tʰ ɘ ŋ + t i j ə ŋ + s ɘ + ɘ n z o + m e ʒ ɘ + s ɘ + m i k j u + i n i,,FW2023,,,^ o tʰ ɘ ŋ - t i j ə ŋ - s ɘ - ɘ n z o - m e ʒ ɘ - s ɘ - m i k j u - i n i $,default,
Lotha_2-6008_sixthousandeight-1,,Lotha_2,6008_sixthousandeight,otʰɘŋ-tiɹok-sɘ-tiza,otʰɘŋ-tiɹok-sɘ-tiza,o tʰ ɘ ŋ + t i ɹ o k + s ɘ + t i z a,,FW2023,,,^ o tʰ ɘ ŋ - t i ɹ o k - s ɘ - t i z a $,default,
Phom-1_one-1,,Phom,1_one,hɯk,hɯk,h ɯ k,,FW2023,,,^ h ɯ k $,default,
Phom-2_two-1,,Phom,2_two,ɲi,ɲi,ɲ i,,FW2023,,,^ ɲ i $,default,
Phom-3_three-1,,Phom,3_three,ʧəm,ʧəm,tʃ ə m,,FW2023,,,^ ʧ ə m $,default,
Phom-4_four-1,,Phom,4_four,əli,əli,ə l i,,FW2023,,,^ ə l i $,default,
Phom-5_five-1,,Phom,5_five,ŋa,ŋa,ŋ a,,FW2023,,,^ ŋ a $,default,
Phom-6_six-1,,Phom,6_six,wok,wok,w o k,,FW2023,,,^ w o k $,default,
Phom-7_seven-1,,Phom,7_seven,ɲət,ɲət,ɲ ə t,,FW2023,,,^ ɲ ə t $,default,
Phom-8_eight-1,,Phom,8_eight,ʃət,ʃət,ʃ ə t,,FW2023,,,^ ʃ ə t $,default,
Phom-9_nine-1,,Phom,9_nine,ʃʉ,ʃʉ,ʃ ʉ,,FW2023,,,^ ʃ ʉ $,default,
Phom-10_ten-1,,Phom,10_ten,ən,ən,ə n,,FW2023,,,^ ə n $,default,
Phom-11_eleven-1,,Phom,11_eleven,ən-pɘ-hɯk,ən-pɘ-hɯk,ə n + p ɘ + h ɯ k,,FW2023,,,^ ə n - p ɘ - h ɯ k $,default,
Phom-12_twelve-1,,Phom,12_twelve,ən-pɘ-ɲi,ən-pɘ-ɲi,ə n + p ɘ + ɲ i,,FW2023,,,^ ə n - p ɘ - ɲ i $,default,
Phom-13_thirteen-1,,Phom,13_thirteen,ən-pɘ-ʧəm,ən-pɘ-ʧəm,ə n + p ɘ + tʃ ə m,,FW2023,,,^ ə n - p ɘ - ʧ ə m $,default,
Phom-14_fourteen-1,,Phom,14_fourteen,ən-pɘ-əli,ən-pɘ-əli,ə n + p ɘ + ə l i,,FW2023,,,^ ə n - p ɘ - ə l i $,default,
Phom-15_fifteen-1,,Phom,15_fifteen,ən-pɘ-ŋa,ən-pɘ-ŋa,ə n + p ɘ + ŋ a,,FW2023,,,^ ə n - p ɘ - ŋ a $,default,
Phom-16_sixteen-1,,Phom,16_sixteen,ən-pɘ-wok,ən-pɘ-wok,ə n + p ɘ + w o k,,FW2023,,,^ ə n - p ɘ - w o k $,default,
Phom-17_seventeen-1,,Phom,17_seventeen,ən-pɘ-ɲət,ən-pɘ-ɲət,ə n + p ɘ + ɲ ə t,,FW2023,,,^ ə n - p ɘ - ɲ ə t $,default,
Phom-18_eighteen-1,,Phom,18_eighteen,ən-pɘ-ʃət,ən-pɘ-ʃət,ə n + p ɘ + ʃ ə t,,FW2023,,,^ ə n - p ɘ - ʃ ə t $,default,
Phom-19_nineteen-1,,Phom,19_nineteen,ən-pɘ-ʃʉ,ən-pɘ-ʃʉ,ə n + p ɘ + ʃ ʉ,,FW2023,,,^ ə n - p ɘ - ʃ ʉ $,default,
Phom-20_twenty-1,,Phom,20_twenty,kokʰa,kokʰa,k o kʰ a,,FW2023,,,^ k o kʰ a $,default,
Phom-21_twentyone-1,,Phom,21_twentyone,ha-pɘ-hɯk,ha-pɘ-hɯk,h a + p ɘ + h ɯ k,,FW2023,,,^ h a - p ɘ - h ɯ k $,default,
Phom-22_twentytwo-1,,Phom,22_twentytwo,ha-pɘ-ɲi,ha-pɘ-ɲi,h a + p ɘ + ɲ i,,FW2023,,,^ h a - p ɘ - ɲ i $,default,
Phom-23_twentythree-1,,Phom,23_twentythree,ha-pɘ-ʧəm,ha-pɘ-ʧəm,h a + p ɘ + tʃ ə m,,FW2023,,,^ h a - p ɘ - ʧ ə m $,default,
Phom-24_twentyfour-1,,Phom,24_twentyfour,ha-pɘ-əli,ha-pɘ-əli,h a + p ɘ + ə l i,,FW2023,,,^ h a - p ɘ - ə l i $,default,
